id,date,statut,contexte_visite,note_globale,recommandation,verbatim
382,08/01/2024,Opposant,Avec des jeunes enfants,2,Non,"Passer lors de Noël,je constate après être rentré que les photos(3 et avec un prix plus cher que la moyenne) acheter dans le parc(photographe)ont le cadre couper sur le milieu d'Astérix 😤 je pensais les offrir!je constate aussi qu'on vous pousse a la sortie et que a 20h il n'y a plus personne, ni lumière en cas de pépin (se qui a été notre cas avec mon petit de 7ans)pas même un bouton d'alerte par sécurité!je ne pense pas revenir même si non n'avons pas eu le temps pour tout faire dans le parc...plutôt déçu alors que j'en avais un bon souvenir il y a 15ans"
384,08/01/2024,Neutre,Avec des jeunes enfants,3,Non,"C'était notre première fois au Parc Astérix et bien que le Parc soit très chouette avec de nombreuses attractions adpatées aux plus petits, 2 choses nous ont dérangé : 
- L'amabilité des équipes : autant à l'hôtel, ils étaient adorables, autant sur le parc et dans les boutiques et restaurants, nous avons été déçus. Personnel maussade, qu'on a l'impression d'ennuyer avec nos questions. Quelle différence avec Disney où chaque employé est adorable. 
- La propreté : dans les toilettes, au restaurant, dans le parc... Dommage de laisser des gens fumer partout alors qu'il y a des coins fumeurs."
385,08/01/2024,Neutre,Avec des ados,3,Oui,"Je pense qu'il faudrait réguler davantage le nombre de visiteurs. En effet, 70 minutes d'attente avant de profiter d'une attraction me semble excessif compte tenu de l'amplitude horaire d'ouverture du parc..."
388,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Super parc
389,08/01/2024,Avocat,Entre amis,5,Oui,Dommage que certaine attraction ferme avant l’heure prévu !!!
390,08/01/2024,Neutre,En couple,3,Non,"Nous sommes venus sur le parc le 2 janvier 2024, c'était le cadeau de Noël de mon mari. 
Nous avons été vraiment déçus par l'ambiance qui n'est vraiment pas immersive. Les bouées sont stockés à l'extérieur, manque malheureusement de décor autour du parc et manque cruellement d'éclairage.. J'ai fait une belle chute qui me laisse un gros hématome et une ponction ! Plusieurs années que nous n'y étions pas venus et malgré les attractions qui sont tout de même excellentes en sensations, nous n'y reviendrons pas..."
391,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Nous avons adoré! Et l'ambiance Noël avec les spectacles, la décoration et le parcours lumineux! Ouaaaou!!! Merci pour votre implication et le rêve fourni!"
393,08/01/2024,Avocat,Avec des ados,5,Oui,Accueil parfait et bienveillant !!!
395,08/01/2024,Avocat,Entre amis,5,Oui,"Nous avons passé une excellente journée 
Merci 
Vous avez fait un superbe travail pour avec les décoration de Noël"
398,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Très beau parc. Le restaurant du Lac est excellent ainsi que le service
399,08/01/2024,Avocat,En couple,4,Oui,Carré dans l’axe
400,08/01/2024,Avocat,Avec des ados,4,Oui,Trop d’attente aux attractions et pour le déjeuner qui est de très mauvaise qualité
401,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Cela fait tellement plaisir de voir les sourires de son enfant à la sortie des attractions. 
Mercix"
405,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Tout est top, à l’exception des tarifs excessifs des boutiques, restaurants etc 
Enfin le gros moins, le nombre de jeunes qui ne respectent rien exemple les files d’attente"
406,08/01/2024,Avocat,Avec des ados,5,Oui,Tout est très bien par contre pour ceux qui ne font pas d’attraction (on accompagne nos petits enfants) il faudrait plus d’endroits pour s’asseoir à l’ombre
407,08/01/2024,Avocat,Avec des ados,4,Oui,"Parc sympathique, des sensations différentes dans chaque attraction"
408,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Super de changer l'ambiance en fonction des saisons, les décorations dans la file d'attente des bouées donnent une promenade réussie, les spectacles sont très esthétiques, côté sécurité et accueil : le parking mérite un coup de jeune ! c'est la première chose qu'on voit en arrivant. L'application n'est pas à jour pour les spectacles ils sont affichés alors qu'ils n'ont pas lieu : le 4 janvier pas de ""chantons Noël"" alors que ça apparaît bien sur l'appli et les vendeurs ne sont pas au courant donc ne peuvent pas informer correctement le public."
409,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Parc agréable et familiale. Un peu trop d’attente dans les filles d’attente des attractions. Manque de manèges pour les enfants de 6 à 10 ans qui ne veulent pas faire des manèges à grosses sensations.
410,08/01/2024,Avocat,Entre amis,5,Oui,"Une superbe journée au parc Astérix, des sensations et des souvenirs gravés. C'est toujours un énorme plaisir d'y aller de plus, avec un personnel très gentil !!"
411,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Bonne ambiance, facile d’accès pour se garer, nous sommes allés déjeuner au restaurant du cirque bon accueil , beaucoup de choix et bon, les attractions fantastiques , mon petit fils a adoré."
412,08/01/2024,Neutre,En couple,3,Oui,"Très mal orienté a l'entrée du parc par le personnel du coup nous nous sommes vu refuser l'accès a l'attraction tootatis et avons dû retraverser le parce pour revenir a l'accueil afin de valider notre filotomatix payé 69€ chacun. Résultat une heure de perdue. 
Le personnel pas du tout enthousiaste et qui tire la tronche. Le language a base de wesh ect... 
Heureusement les attractions rattrapent le niveau vraiment super et des sensations fortes. 
Expérience donc mitigée du très bien et très mauvais. Dommage que le personnel gâche l'expérience du visiteur alors que nous avons payé très cher pour les filotomatix"
413,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"On a passé notre réveillon du 1 er de l an au cirque très bon moment en tout nous avons passé un week-end de 2 nuit 3 jours très bon parc et hôtel, le quais de lutec au top🤗 attractions super!!!et parade et feu d artifice génial 👍 on va revenir avec plaisir ☺️☺️"
415,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"We had an amazing day, loved the ice skating and bonfires around the park, it was a lovely touch. The Walsh family, Ireland 🇮🇪"
416,08/01/2024,Avocat,Avec des ados,4,Oui,"Nous avons passé un très bon moment en famille. 
Attractions à sensations, comme nous les aimons. Si vous n'êtes pas fan et/ou que vos enfants font moins de 120cm, je déconseillerai en revanche."
418,08/01/2024,Avocat,Avec des ados,4,Oui,"Parc très agréable. 
Seul bémol la restauration file d attente trop importante."
420,08/01/2024,Avocat,Avec des ados,5,Oui,"Superbe journée, avec des spectacle de Noël extra, on voudrait s qu’ils durent un peux plus. Les attractions rien a dire au top, et il n’y avait pas trop d’attente. Visite de fête de fin d’année à recommander"
424,08/01/2024,Avocat,Avec des ados,5,Oui,Nous avons passé un très agréable séjour!
425,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Séjour agréable les enfants ont bien aimé on reviendra plus tôt pendant l’été , jute la pluie nous a gâché une journée de notre visite, on a pas bien profité du coup."
427,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Excellent séjour qui a ravi toute la famille
428,08/01/2024,Avocat,Avec des ados,5,Oui,"Excellente journée en famille 
Le parc illuminé est magnifique"
430,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Toujours un plaisir de venir sur le parc quelque soit la saison.
431,08/01/2024,Avocat,Entre amis,5,Oui,Toutatis! Un parc exceptionnel.
432,08/01/2024,Avocat,Avec des ados,4,Oui,superbes attractions
433,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"les 2 journées ont été très appréciées par tous. il y a une très belle ambiance à noël au sein du parc, bravo pour la décoration !"
434,08/01/2024,Avocat,Avec des ados,5,Oui,"Belle découverte ,je le conseille volontiers à mes amis"
435,08/01/2024,Opposant,Avec des ados,1,Non,"Toilettes pas propres mauvaises odeurs 
Personnel dans le attractions antipathiques 
 Beaucoup de déchets au sol 
 Pas d abris dans les files d attentes"
436,08/01/2024,Avocat,Avec des ados,4,Oui,Journée pluvieuse dommage qu’on est pas de lieux où s’abriter et boire un vin chaux tout est en extérieur au vent et à la pluie.parc à faire en été
437,08/01/2024,Avocat,Seul,5,Oui,"Un personnel aux petits soins et à l’écoute, des decorums grandioses, un spectacle de Noël INCROYABLE"
438,08/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Site clair, coloré et facile d’utilisation"
440,08/01/2024,Avocat,Entre amis,4,Oui,"Bonjour, nous avons passé une très bonne nuit à l'hôtel et une très bonne journée sur le parc. 
Le parc était superbe pour les fêtes malgré quelques zones qui manquaient un peu de déco à notre avis personnel ! 
Mais le vrai point négatif est le gros manque de lumière sur le trajet pour rejoindre les hôtels, dommage ! 
Ceci étant, un grand merci à tous l'ensemble du personnel pour leurs bonne humeur et gentillesse, donc je n'oublie pas de vous souhaiter à tous une très bonne année. 
Au plaisir de vous revoir dans la joie sur la saison 2024"
441,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Noël gaulois génial ! La déco est magnifique.Tout le personnel est adorable. L’hôtel Les quais de lutèce est excellent ainsi que son restaurant ( beaucoup de choix et très bon). Beaucoup d’attente aux attractions.
442,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Site fluide et simple. Parfait :) les 20% de réduction pour mon anniversaire on servi de cadeau de Noël pour mon fils, 1 journée au parc avec le thème Noel et la parade de Noël que nous avons découvert avec des etoiles dans les yeux… personnel souriant et agréable !"
443,08/01/2024,Avocat,Avec des ados,5,Oui,"Bravo, une belle évolution du parc. 
 
Je viens depuis + de 15 ans et le parc a vraiment une nouvelle dynamique, avec un choix d'attractions super !!!! 
 
Bravo"
444,08/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Très bonne première fois au parc Astérix. 
La sortie sous la neige / mousse donne un brin de magie. Super spectacles. 
Le gros point noir de la journée selon moi c’est le professionnalisme du personnel : peu aimable et familier. Même si heureusement parmi eux il y avait une ou deux petites jeunes tout à fait sympathique"
445,08/01/2024,Avocat,Avec des ados,5,Oui,"Le bémol c’est les restaurants, trop d’accueil , plusieurs restaurants fermés. Impossible avec les enfants et le froid d’une moyenne de 30mint pour acheter un chocolat chaud, et hot dog que fini. Dommage pour un parc si connu et dans mon critère de choix de n France le meilleur."
446,08/01/2024,Avocat,Avec des ados,5,Oui,Petits ou grands ce parc est top
447,08/01/2024,Avocat,Avec des ados,5,Oui,"Super moment partagé en famille, hôtel et parc au top !"
449,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Cette saison de Noël est une réussite ! Le parc est très joliment décoré. La petite parade est géniale et la musique vraiment très entraînante.
450,08/01/2024,Neutre,Avec des ados,3,Non,Propreté du parc et surtout des sanitaires intolérable pour un parc comme Astérix et ça des 11h30 alors que le parc ouvre a 11h00.
452,08/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Accueil a l'entrée tres confus , manque d'organisation. Certains attractions sont mal entretenu, ça laisse a désirer..."
453,08/01/2024,Avocat,Entre amis,5,Oui,Juste top on vibre à chaque visite
454,08/01/2024,Avocat,En couple,4,Oui,"Nous y sommes allés en janvier les décorations sont vraiment jolies. Si vous n'aimez pas les sensations fortes, des attractions pour la famille sont nombreuses et de qualité. Nous avons pris la pluie malheureusement et des lieux plus couverts seraient idéales."
455,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Grande variété d'attractions pour les petits et les grands. Spectacles qui émerveillement les petits. 
Mon fils de 4 ans est un fan absolu de Main Basse sur la Joconde"
456,08/01/2024,Opposant,Avec des ados,2,Non,"Il serait judicieux que le Parc Astérix signale TRES VISIBLEMENT qu'un bon nombre d'attractions sont fermées. Parce que prendre des billets pour un total de 204€ + 20€ de parking + 36€ d'autoroute + 50€ de gasoil et 8h de route aller/retour pour trouver des attractions fermées, y a rien de cool ! Surtout pour nos enfants..."
457,08/01/2024,Avocat,Avec des ados,4,Oui,"Bonjour, je me suis rendu au parc asterix c'est 2 et 3 janvier pour la période de Noël, hormis une mauvaise météo dont vous n'êtes absolument pas responsable, j'y ai passé un exelent séjour . Le seul petit bémol que j'ajouterai c'est peut être le manque d'éclairage à certains endroit pour voyager d'une attractions à l'autre. Mais sinon rien d'autre à dire ."
458,08/01/2024,Neutre,Avec des jeunes enfants,3,Non,Superbe parc. si nous prenons pas leurs restauration à l’hôtel…..
459,08/01/2024,Avocat,En couple,5,Oui,Tout était incroyable
460,08/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Très bonne journée au parc Asterix en famille. Tous les âges ont été comblés, énorme variété d attractions. Les aires de jeux pour enfant ont été aussi appréciées"
461,08/01/2024,Avocat,Entre amis,5,Oui,Un super séjour . Nous sommes partis en famille c’était vraiment top . 2 fois que nous y allons et toujours aussi content .
